"tilskuddsnummer";"tilskuddsmottakerOrganisasjonsnummer";"tilskuddsmottakerNavn";"kommunenummer";"kommune";"fylkesnummer";"fylke";"naeringskode1";"naeringskode2";"naeringskode3";"tilskuddsbelop";"tildelingsdato";"tilskuddsperiode";"sammenligningsperiode";"sumFasteUungaaeligeKostanderITilskuddsperioden";"omsetningITilskuddsperiode";"omsetningISammenligningsperiode";"justeringsfaktor";"uavhengigMedsignererOrganisasjonsnummer";"uavhengigMedsignererNavn"
"2021000232";"978621031";"INKSLINGER MEDIA BY GUSTAFSON";"0301";"OSLO";"0300";"Oslo";"82.990";"";"";"28350,52";"2021-01-18T00:00";"november-desember2020";"januar-februar2020";"61084,00";"54000,00";"118950,00";"0.85";"984560877";"ABACIST AS"
"2021000231";"816729122";"SENSE PERSONELL STAVANGER AS";"1103";"STAVANGER";"1100";"Rogaland";"78.100";"";"";"26046,42";"2021-02-24T00:00";"september-oktober2020";"september-oktober2019";"41687,00";"162711,00";"1514784,00";"0.70";"988980315";"RANDABERG REGNSKAP AS"
"2021000230";"837295122";"OLAVSGAARD HOTELL AS";"3030";"LILLESTRØM";"3000";"Viken";"55.101";"";"";"2608535,82";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"4069179,00";"3713073,00";"15104426,00";"0.85";"964207380";"MOORE DA"
"2021000229";"918993320";"DALEN PARKERING AS";"3033";"ULLENSAKER";"3000";"Viken";"52.212";"";"";"441229,62";"2021-02-23T00:00";"september-oktober2020";"september-oktober2019";"791650,00";"1988679,00";"9758979,00";"0.70";"980205029";"REGNSKAPSPARTNER AS"
"2021000228";"975800601";"SVALBARD BUSSERVICE AS";"2100";"SVALBARD";"";"";"49.392";"";"";"40431,56";"2021-01-19T00:00";"november-desember2020";"november-desember2019";"135671,00";"426494,00";"656753,00";"0.85";"918595759";"POLE POSITION ACCOUNTING AS"
"2021000227";"883597842";"GOD SMAK AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"91115,67";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"421241,00";"2338687,00";"3384517,00";"0.70";"952151533";"STORETVEDT REGNSKAPSBYRÅ AS"
"2021000226";"985907064";"SHANG HAI RESTAURANT AS";"5444";"SØR-VARANGER";"5400";"Troms og Finnmark Romsa ja Finnmárku";"56.101";"";"";"46672,49";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"143875,00";"568576,00";"919494,00";"0.85";"995560933";"KN REGNSKAP AS"
"2021000225";"913570073";"JULEBYGDA ENGROS & IMPORT AS";"1108";"SANDNES";"1100";"Rogaland";"46.499";"";"";"99823,29";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"336501,00";"2985845,00";"5181841,00";"0.70";"982316588";"RSM NORGE AS"
"2021000224";"997544463";"KRISTIANSAND KONGRESSENTER AS";"4204";"KRISTIANSAND";"4200";"Agder";"82.300";"55.101";"";"1346341,81";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"2453242,00";"999911,00";"4629250,00";"0.70";"974476495";"KNIF REGNSKAP AS"
"2021000223";"998895944";"EXPA AS";"3025";"ASKER";"3000";"Viken";"79.120";"";"";"12069,21";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"57422,00";"796888,00";"7006777,00";"0.70";"979850212";"ØKONOMISENTERET AS"
"2021000222";"934561031";"OPTIMAL TRENING AS";"0301";"OSLO";"0300";"Oslo";"93.130";"";"";"117731,69";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"155162,00";"83016,00";"902654,00";"0.85";"922821933";"SJØLYST REGNSKAP AS"
"2021000221";"920444644";"TRAVEL ASSISTANCE SERVICES (TASS) AS";"0301";"OSLO";"0300";"Oslo";"79.909";"";"";"75687,75";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"116484,00";"129823,00";"1809182,00";"0.70";"913229401";"NORUS ACCOUNTING AS"
"2021000219";"988810827";"BELTECH SOLUTIONS AS";"1103";"STAVANGER";"1100";"Rogaland";"25.610";"";"";"67647,15";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"174384,00";"453582,00";"834369,00";"0.85";"896861042";"DATAPLAN REGNSKAP AS"
"2021000218";"914620570";"VATS FJELLSTUE AS";"3043";"ÅL";"3000";"Viken";"55.101";"";"";"21519,10";"2021-01-18T00:00";"september-oktober2020";"januar-februar2020";"77886,00";"179221,00";"296086,00";"0.70";"920029582";"ACCOUNTIT AS"
"2021000217";"915999077";"EXPERIENCE PRODUCTION AS";"0301";"OSLO";"0300";"Oslo";"93.291";"";"";"355183,58";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"463261,00";"164843,00";"1682131,00";"0.85";"912396266";"DALAN REGNSKAP"
"2021000216";"995786958";"TORDENSKIOLD DRIFT AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"47394,22";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"178418,00";"548346,00";"1128681,00";"0.70";"971644907";"REGNSKAPSHUSET AS"
"2021000215";"998587514";"SONJA BAR AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"81368,34";"2021-02-03T00:00";"november-desember2020";"november-desember2019";"108156,00";"117797,00";"1025096,00";"0.85";"992720999";"M & N REGNSKAP DA"
"2021000214";"914620570";"VATS FJELLSTUE AS";"3043";"ÅL";"3000";"Viken";"55.101";"";"";"63745,35";"2021-01-18T00:00";"november-desember2020";"januar-februar2020";"92410,00";"55800,00";"296086,00";"0.85";"920029582";"ACCOUNTIT AS"
"2021000213";"998805740";"KJELLMAN TEKSTIL AS";"3024";"BÆRUM";"3000";"Viken";"46.160";"";"";"5507,23";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"52225,00";"238459,00";"350265,00";"0.70";"894571942";"NISI REGNSKAP OG RÅDGIVNING AS"
"2021000211";"975800601";"SVALBARD BUSSERVICE AS";"2100";"SVALBARD";"";"";"49.392";"";"";"43383,72";"2021-01-19T00:00";"september-oktober2020";"september-oktober2019";"146238,00";"953079,00";"1654098,00";"0.70";"918595759";"POLE POSITION ACCOUNTING AS"
"2021000210";"999164870";"ARON HAFJELL AS";"3440";"ØYER";"3400";"Innlandet";"56.101";"";"";"58930,32";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"114507,00";"884937,00";"2242978,00";"0.85";"987260335";"VIEW LEDGER AS"
"2021000209";"912085031";"RESTAURANT TJENESTER NESS AS";"3025";"ASKER";"3000";"Viken";"56.210";"";"";"24426,79";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"50346,00";"313093,00";"729477,00";"0.85";"976861213";"HURD ØKONOMI & REGNSKAP AS"
"2021000208";"918502459";"VINERIA AS";"0301";"OSLO";"0300";"Oslo";"56.301";"";"";"110122,72";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"162435,00";"520466,00";"2571315,00";"0.85";"997842731";"LANDBØ REGNSKAP AS"
"2021000207";"988463051";"ESMERALDA AS";"3803";"TØNSBERG";"3800";"Vestfold og Telemark";"56.101";"";"";"435092,59";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"872533,00";"1777716,00";"4300778,00";"0.85";"912106594";"OSEBERG SERVICES AS"
"2021000206";"960051289";"HOUSE OF PRINT AS";"3020";"NORDRE FOLLO";"3000";"Viken";"18.120";"";"";"97405,03";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"421422,00";"1669520,00";"2492534,00";"0.70";"979932375";"REGNSKAPSBISTAND BJØRNSTAD AS"
"2021000205";"915379974";"ELVEBREDDEN CATERING AS";"0301";"OSLO";"0300";"Oslo";"56.210";"";"";"285280,10";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"637955,00";"2580117,00";"7143719,00";"0.70";"989425668";"ØKONOMISPESIALISTEN AS"
"2021000204";"980409686";"NORDVEST SERVICEPARTNER AS";"1506";"MOLDE";"1500";"Møre og Romsdal";"56.101";"";"";"34137,21";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"150629,00";"669176,00";"989552,00";"0.70";"997808339";"IREGNSKAP AS"
"2021000202";"987015829";"OLDEDALEN SKYSS AS";"4651";"STRYN";"4600";"Vestland";"49.392";"";"";"15690,59";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"63389,00";"63740,00";"1407245,00";"0.70";"983037321";"OLDEN OG VIKANE REKNESKAP AS"
"2021000201";"924479116";"TINK AS";"3005";"DRAMMEN";"3000";"Viken";"56.101";"";"";"64276,37";"2021-01-18T00:00";"november-desember2020";"januar-februar2020";"93620,06";"44877,00";"233400,00";"0.85";"999647456";"LUND REGNSKAP AS"
"2021000200";"921228236";"BAD BISHOP AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"48552,91";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"205258,00";"674894,00";"1019358,00";"0.70";"915334148";"ECIT SERVICES AS"
"2021000199";"994549375";"MY CITY HOME AS";"0301";"OSLO";"0300";"Oslo";"55.102";"";"";"639884,14";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"1048743,00";"318435,00";"2480683,00";"0.70";"960536592";"ECONPARTNER SKULLERUD AS"
"2021000198";"920466567";"YOU ARE A FUNNY MAN AS";"0301";"OSLO";"0300";"Oslo";"11.050";"";"";"113640,53";"2021-01-18T00:00";"november-desember2020";"januar-februar2020";"159732,00";"148790,00";"912789,00";"0.85";"920040772";"PLUSNOR REGNSKAP AS"
"2021000197";"978621031";"INKSLINGER MEDIA BY GUSTAFSON";"0301";"OSLO";"0300";"Oslo";"82.990";"";"";"33231,29";"2021-01-18T00:00";"september-oktober2020";"januar-februar2020";"61660,00";"27368,00";"118950,00";"0.70";"984560877";"ABACIST AS"
"2021000195";"878711432";"HAMAR HOTELLDRIFT AS";"3403";"HAMAR";"3400";"Innlandet";"56.101";"";"";"47703,03";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"140647,00";"690137,00";"1148356,00";"0.85";"987633441";"FRA IDÉ TIL VERDI - ØKONOMI OG REGNSKAP AS"
"2021000194";"983922090";"IMAP NORGE AS";"3804";"SANDEFJORD";"3800";"Vestfold og Telemark";"73.110";"";"";"108364,78";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"196248,00";"1175704,00";"3355577,00";"0.85";"983338917";"AZETS INSIGHT AS"
"2021000193";"883597842";"GOD SMAK AS";"4601";"BERGEN";"4600";"Vestland";"56.101";"";"";"176338,91";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"433978,00";"2301492,00";"4409301,00";"0.85";"952151533";"STORETVEDT REGNSKAPSBYRÅ AS"
"2021000192";"915543324";"CATCH-22 AS";"5403";"ALTA";"5400";"Troms og Finnmark Romsa ja Finnmárku";"56.101";"";"";"54379,42";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"150806,00";"315635,00";"650970,00";"0.70";"999511309";"JUST PRESIS AS"
"2021000191";"918745734";"SKY FITNESS DRAMMEN AS";"3005";"DRAMMEN";"3000";"Viken";"93.130";"";"";"201069,21";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"264936,00";"52432,00";"489400,00";"0.85";"989767631";"STAVANGER REGNSKAP AS"
"2021000190";"913570073";"JULEBYGDA ENGROS & IMPORT AS";"1108";"SANDNES";"1100";"Rogaland";"46.499";"";"";"166429,01";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"336345,00";"2265864,00";"5422503,00";"0.85";"982316588";"RSM NORGE AS"
"2021000189";"974684004";"SKJERSTAD.NET AS";"3031";"NITTEDAL";"3000";"Viken";"70.220";"";"";"46844,83";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"65609,00";"90000,00";"562500,00";"0.85";"948018144";"PC REGNSKAPSSERVICE AS"
"2021000188";"913647572";"GLOMSTAD GJESTEHUS AS";"3440";"ØYER";"3400";"Innlandet";"55.101";"";"";"56573,71";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"91663,00";"54549,00";"199163,00";"0.85";"912751082";"SNØHETTA REGNSKAP ØYER AS"
"2021000187";"837295122";"OLAVSGAARD HOTELL AS";"3030";"LILLESTRØM";"3000";"Viken";"55.101";"";"";"1040431,20";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"3817440,00";"9618937,00";"15752032,00";"0.70";"964207380";"MOORE DA"
"2021000186";"997287401";"WATERTOOLS AS";"4204";"KRISTIANSAND";"4200";"Agder";"25.610";"";"";"34846,49";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"82241,00";"558398,00";"1414750,00";"0.70";"933565831";"KOMPLETT REGNSKAP AS"
"2021000185";"988335975";"ØLEN GJESTEGÅRD AS";"1160";"VINDAFJORD";"1100";"Rogaland";"55.101";"";"";"31237,32";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"116858,00";"385617,00";"623846,00";"0.70";"998935644";"HEGGEBØ REGNSKAP"
"2021000184";"999103383";"SAHARA RESTAURANT AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"267168,86";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"391290,00";"391825,00";"1991813,00";"0.85";"992720999";"M & N REGNSKAP DA"
"2021000183";"981907329";"GRAFIKA AS";"3403";"HAMAR";"3400";"Innlandet";"73.110";"";"";"14988,23";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"50004,00";"694383,00";"1214383,00";"0.70";"917439362";"KRS ØKONOMI AS"
"2021000182";"891697872";"SEATOWER AS";"0301";"OSLO";"0300";"Oslo";"74.909";"";"";"52011,55";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"64173,00";"32412,00";"697291,00";"0.85";"981947843";"ACCOUNTOR AS"
"2021000181";"912477428";"CAN";"1103";"STAVANGER";"1100";"Rogaland";"49.320";"";"";"13939,74";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"28918,00";"113734,00";"262732,00";"0.85";"966167599";"ROGALAND TAXI AS"
"2021000180";"956367751";"LOSBY GODS AS";"3029";"LØRENSKOG";"3000";"Viken";"55.101";"";"";"1159916,71";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"1872437,00";"3692249,00";"13613839,00";"0.85";"964207380";"MOORE DA"
"2021000179";"915379974";"ELVEBREDDEN CATERING AS";"0301";"OSLO";"0300";"Oslo";"56.210";"";"";"353176,77";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"459417,00";"862975,00";"9028034,00";"0.85";"989425668";"ØKONOMISPESIALISTEN AS"
"2021000178";"990975264";"ETHIO TRANSPORT ABEBE ALEMU MOSSIE";"4601";"BERGEN";"4600";"Vestland";"49.320";"";"";"20257,17";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"28008,00";"83885,00";"562603,00";"0.85";"991937099";"1+1 REGNSKAP AS"
"2021000175";"974345498";"CRUISE TRONDHEIM AS";"5001";"TRONDHEIM";"5000";"Trøndelag Trööndelage";"56.101";"";"";"270541,79";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"453298,00";"1150839,00";"3863857,00";"0.85";"944850295";"MIDTBYEN REGNSKAP AS"
"2021000173";"990975264";"ETHIO TRANSPORT ABEBE ALEMU MOSSIE";"4601";"BERGEN";"4600";"Vestland";"49.320";"";"";"15361,96";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"28042,00";"116517,00";"535956,00";"0.70";"991937099";"1+1 REGNSKAP AS"
"2021000172";"981879023";"JAC SKILT REKLAME AS";"3403";"HAMAR";"3400";"Innlandet";"73.110";"";"";"5697,06";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"19468,00";"156791,00";"269425,00";"0.70";"987633441";"FRA IDÉ TIL VERDI - ØKONOMI OG REGNSKAP AS"
"2021000171";"921088205";"FJ HORECA AS";"3007";"RINGERIKE";"3000";"Viken";"56.101";"";"";"58375,98";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"106894,00";"354862,00";"992575,00";"0.85";"989111647";"ECIT VEIBY AKONTO AS"
"2021000170";"914384427";"ADERA AS";"0301";"OSLO";"0300";"Oslo";"62.010";"";"";"26844,41";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"169332,00";"1505812,00";"2514774,00";"0.70";"986112146";"COMPLETE CONSULTING AS"
"2021000169";"892758832";"SKARP AS";"3024";"BÆRUM";"3000";"Viken";"70.220";"";"";"15659,94";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"72926,00";"361333,00";"689054,00";"0.70";"992894903";"AZTEK ØKONOMI AS"
"2021000168";"985663920";"STEDET AS";"1868";"ØKSNES";"1800";"Nordland";"56.101";"";"";"15470,21";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"41575,00";"74528,00";"159104,00";"0.70";"977506441";"BOKHOLDERIET AS"
"2021000167";"911830744";"SHAKEWAN SHERZAD HASSAN";"3807";"SKIEN";"3800";"Vestfold og Telemark";"49.320";"";"";"24628,78";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"59010,00";"257722,00";"506349,00";"0.85";"986103708";"FINANS & REGNSKAP AS"
"2021000166";"996557448";"JIMMY LUBERTH";"3804";"SANDEFJORD";"3800";"Vestfold og Telemark";"49.320";"";"";"10440,45";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"33936,14";"122596,00";"218726,00";"0.70";"998867770";"SPAREBANK 1 REGNSKAPSHUSET BV AS"
"2021000165";"921228236";"BAD BISHOP AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"143541,32";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"199497,00";"189715,00";"1235845,00";"0.85";"915334148";"ECIT SERVICES AS"
"2021000164";"980409686";"NORDVEST SERVICEPARTNER AS";"1506";"MOLDE";"1500";"Møre og Romsdal";"56.101";"";"";"55921,49";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"146778,00";"535102,00";"969788,00";"0.85";"997808339";"IREGNSKAP AS"
"2021000163";"988024295";"STUDENTHUSET AS";"1577";"VOLDA";"1500";"Møre og Romsdal";"56.101";"";"";"59330,46";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"148334,00";"707314,00";"1650283,00";"0.70";"987832916";"HOVDEN & VATNE STATSAUTORISERTE REVISORAR AS"
"2021000162";"981813189";"STUDIO D.A.N.S GUNN IRENE BERGLEN";"3806";"PORSGRUNN";"3800";"Vestfold og Telemark";"85.522";"";"";"17273,24";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"51347,00";"93560,00";"154841,00";"0.85";"888048472";"SOLVANG REVISJON AS"
"2021000160";"999103383";"SAHARA RESTAURANT AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"75415,32";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"307809,00";"1000864,00";"1539814,00";"0.70";"992720999";"M & N REGNSKAP DA"
"2021000159";"917355878";"ELKIDA AS";"3405";"LILLEHAMMER";"3400";"Innlandet";"43.210";"";"";"29245,93";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"98144,00";"2251057,00";"3919653,00";"0.70";"988449261";"LESJAR REGNSKAP OG RÅDGIVNING AS"
"2021000158";"966338016";"BRUDESENTERET AS";"3005";"DRAMMEN";"3000";"Viken";"77.290";"";"";"46680,25";"2021-01-19T00:00";"november-desember2020";"november-desember2019";"98682,00";"115848,00";"275768,00";"0.85";"912756424";"FAST REGNSKAP DA"
"2021000157";"997010256";"KONGSHALLENE AS";"3001";"HALDEN";"3000";"Viken";"56.101";"";"";"21527,39";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"42967,00";"76217,00";"268129,00";"0.70";"982593239";"SIFFER ØKONOMI AS"
"2021000156";"920751504";"EVENT MANAGEMENT PRODUCTION AS";"0301";"OSLO";"0300";"Oslo";"79.903";"";"";"78580,18";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"148399,00";"132751,00";"454527,00";"0.85";"916101600";"UPDATED AS"
"2021000153";"915541615";"VIKRAN FERIE AS";"5401";"TROMSØ";"5400";"Troms og Finnmark Romsa ja Finnmárku";"93.291";"";"";"83502,30";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"98238,00";"0,00";"312008,00";"0.85";"995560933";"KN REGNSKAP AS"
"2021000152";"998587514";"SONJA BAR AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"25448,13";"2021-02-03T00:00";"september-oktober2020";"september-oktober2019";"113615,00";"514632,00";"756789,00";"0.70";"992720999";"M & N REGNSKAP DA"
"2021000151";"954805549";"BERGEN KANTINETJENESTE AS";"4601";"BERGEN";"4600";"Vestland";"46.389";"";"";"60846,52";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"208142,00";"1773602,00";"3518161,00";"0.70";"998382246";"STATERA REGNSKAP AS"
"2021000150";"923731393";"VÅLERENGA VERTSHUS AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"40434,55";"2021-01-18T00:00";"november-desember2020";"januar-februar2020";"141260,00";"288470,00";"754599,00";"0.85";"844396082";"VEKSTRA REGNSKAP ELVERUM AS"
"2021000149";"919195770";"VÅLERENGAFAMILIENS STADIONPUB AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"196697,43";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"299251,00";"368617,00";"1803426,00";"0.85";"844396082";"VEKSTRA REGNSKAP ELVERUM AS"
"2021000148";"996043002";"AMULETTEN";"3024";"BÆRUM";"3000";"Viken";"47.789";"";"";"8410,08";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"14895,00";"17259,00";"89243,00";"0.70";"980205029";"REGNSKAPSPARTNER AS"
"2021000147";"996043002";"AMULETTEN";"3024";"BÆRUM";"3000";"Viken";"47.789";"";"";"14130,82";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"16722,00";"6520,00";"1118137,00";"0.85";"980205029";"REGNSKAPSPARTNER AS"
"2021000146";"919606177";"FOOD EAST AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"77370,70";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"108631,00";"29131,00";"179735,00";"0.85";"914910900";"SOLID REGNSKAP AS"
"2021000145";"919195770";"VÅLERENGAFAMILIENS STADIONPUB AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"100866,10";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"370340,00";"1417247,00";"2319883,00";"0.70";"844396082";"VEKSTRA REGNSKAP ELVERUM AS"
"2021000144";"915541615";"VIKRAN FERIE AS";"5401";"TROMSØ";"5400";"Troms og Finnmark Romsa ja Finnmárku";"93.291";"";"";"49555,11";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"96922,00";"105965,00";"393063,00";"0.70";"995560933";"KN REGNSKAP AS"
"2021000143";"960984560";"ROLF LIE";"3007";"RINGERIKE";"3000";"Viken";"49.392";"";"";"219438,91";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"349467,00";"479956,00";"1837045,00";"0.85";"985684596";"FOKUS ØKONOMI AS"
"2021000142";"921636547";"TÅRNET KULTURARENA AS";"0301";"OSLO";"0300";"Oslo";"90.020";"";"";"122517,98";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"227409,00";"91476,00";"2340606,00";"0.85";"999201016";"E-REVISJON AS"
"2021000141";"917453462";"VEIEN TIL TOSCANA AS";"1149";"KARMØY";"1100";"Rogaland";"79.903";"";"";"20936,04";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"32289,00";"20000,00";"321464,00";"0.70";"984388241";"TVEIT REGNSKAP AS"
"2021000140";"979800169";"FERROSPES AS";"3003";"SARPSBORG";"3000";"Viken";"78.200";"";"";"30808,40";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"44012,00";"0,00";"229457,00";"0.70";"954971392";"MERCATOR AS"
"2021000138";"923031480";"RESTAURANT STALLEN AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"145005,96";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"190366,00";"165844,00";"1596857,00";"0.85";"999201016";"E-REVISJON AS"
"2021000137";"911588560";"RESTAURANT 13 AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"604601,60";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"711296,00";"0,00";"7023836,00";"0.85";"999201016";"E-REVISJON AS"
"2021000136";"918646531";"PÅ HJØRNET TRØGSTAD AS";"3014";"INDRE ØSTFOLD";"3000";"Viken";"56.101";"";"";"8145,42";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"23519,50";"250272,00";"422359,00";"0.85";"822139272";"ATHENE ACCOUNTING KRISTIANSAND AS"
"2021000135";"914737397";"DICKENS PUB AS";"3005";"DRAMMEN";"3000";"Viken";"56.101";"";"";"241245,97";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"299514,00";"120798,00";"2305206,00";"0.85";"963740085";"EXACTA AS"
"2021000134";"916769369";"FYR BISTRONOMI & BAR AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"422214,66";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"517652,00";"177478,00";"4389719,00";"0.85";"999201016";"E-REVISJON AS"
"2021000133";"911548100";"CHICKEN AND RIBS AS";"0301";"OSLO";"0300";"Oslo";"56.301";"";"";"96800,32";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"273494,00";"1015091,00";"1739359,00";"0.85";"999201016";"E-REVISJON AS"
"2021000132";"922807930";"PERRONGEN PUBDRIFT AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"44383,72";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"72197,00";"121906,00";"972198,00";"0.85";"947341642";"Tandberg regnskapsbyrå AS"
"2021000131";"996335518";"BAR VULKAN AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"183215,24";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"314176,00";"410364,00";"2458556,00";"0.70";"999201016";"E-REVISJON AS"
"2021000130";"980544265";"HOS ASTRID AS";"3006";"KONGSBERG";"3000";"Viken";"56.101";"";"";"64977,58";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"179406,00";"589114,00";"1026503,00";"0.85";"992474904";"RJUKAN ØKONOMISENTER AS"
"2021000129";"959057478";"SIMEK AS";"1578";"FJORD";"1500";"Møre og Romsdal";"25.990";"";"";"49783,58";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"175595,26";"843939,00";"1418430,00";"0.70";"988783315";"STORDAL REGNSKAP AS"
"2021000128";"913355059";"ARCTIC SALT AS";"1804";"BODØ";"1800";"Nordland";"08.930";"";"";"28226,46";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"71852,00";"101070,00";"230334,00";"0.70";"917777616";"RESPONS REGNSKAP AS"
"2021000127";"995311895";"BAR TJUVHOLMEN AS";"0301";"OSLO";"0300";"Oslo";"56.101";"";"";"719396,21";"2021-02-03T00:00";"november-desember2020";"november-desember2019";"877029,00";"138271,00";"3952595,00";"0.85";"999201016";"E-REVISJON AS"
"2021000126";"921636547";"TÅRNET KULTURARENA AS";"0301";"OSLO";"0300";"Oslo";"90.020";"";"";"75633,97";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"204060,00";"299979,00";"1095567,00";"0.70";"999201016";"E-REVISJON AS"
"2021000125";"962102077";"MATEXPRESSEN AS";"3029";"LØRENSKOG";"3000";"Viken";"56.210";"";"";"8462,12";"2021-01-18T00:00";"september-oktober2020";"september-oktober2019";"28827,00";"270000,00";"465000,00";"0.70";"937430108";"TEMA REGNSKAP OSLO AS"
"2021000122";"917453462";"VEIEN TIL TOSCANA AS";"1149";"KARMØY";"1100";"Rogaland";"79.903";"";"";"20257,87";"2021-01-18T00:00";"november-desember2020";"november-desember2019";"32289,00";"10000,00";"108000,00";"0.85";"984388241";"TVEIT REGNSKAP AS"
